county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Jasper County,Indiana,2020,25,"Jasper County, Indiana",0.3775
Jay County,Indiana,2020,77,"Jay County, Indiana",0.4218
Jefferson County,Indiana,2020,52,"Jefferson County, Indiana",0.4321
Jennings County,Indiana,2020,55,"Jennings County, Indiana",0.3877
Johnson County,Indiana,2020,9,"Johnson County, Indiana",0.4135
Knox County,Indiana,2020,65,"Knox County, Indiana",0.4347
Kosciusko County,Indiana,2020,38,"Kosciusko County, Indiana",0.4112
LaGrange County,Indiana,2020,95,"LaGrange County, Indiana",0.4023
Lake County,Indiana,2020,51,"Lake County, Indiana",0.4473
LaPorte County,Indiana,2020,56,"LaPorte County, Indiana",0.4395
Lawrence County,Indiana,2020,48,"Lawrence County, Indiana",0.4067
Madison County,Indiana,2020,57,"Madison County, Indiana",0.4313
Marion County,Indiana,2020,65,"Marion County, Indiana",0.4804
Marshall County,Indiana,2020,53,"Marshall County, Indiana",0.4281
Martin County,Indiana,2020,49,"Martin County, Indiana",0.4123
Miami County,Indiana,2020,66,"Miami County, Indiana",0.4072
Monroe County,Indiana,2020,43,"Monroe County, Indiana",0.4998
Montgomery County,Indiana,2020,39,"Montgomery County, Indiana",0.3897
Morgan County,Indiana,2020,26,"Morgan County, Indiana",0.3873
Newton County,Indiana,2020,51,"Newton County, Indiana",0.3766
Noble County,Indiana,2020,45,"Noble County, Indiana",0.4026
Ohio County,Indiana,2020,24,"Ohio County, Indiana",0.3683
Orange County,Indiana,2020,74,"Orange County, Indiana",0.4297
Owen County,Indiana,2020,58,"Owen County, Indiana",0.3936
Parke County,Indiana,2020,69,"Parke County, Indiana",0.4321
Perry County,Indiana,2020,54,"Perry County, Indiana",0.4086
Pike County,Indiana,2020,40,"Pike County, Indiana",0.3817
Porter County,Indiana,2020,11,"Porter County, Indiana",0.4274
Posey County,Indiana,2020,18,"Posey County, Indiana",0.4065
Pulaski County,Indiana,2020,53,"Pulaski County, Indiana",0.3966
Putnam County,Indiana,2020,35,"Putnam County, Indiana",0.3973
Randolph County,Indiana,2020,59,"Randolph County, Indiana",0.4096
Ripley County,Indiana,2020,41,"Ripley County, Indiana",0.4111
Rush County,Indiana,2020,63,"Rush County, Indiana",0.4305
St. Joseph County,Indiana,2020,47,"St. Joseph County, Indiana",0.4691
Scott County,Indiana,2020,65,"Scott County, Indiana",0.4046
Shelby County,Indiana,2020,30,"Shelby County, Indiana",0.3978
Spencer County,Indiana,2020,24,"Spencer County, Indiana",0.4218
Starke County,Indiana,2020,57,"Starke County, Indiana",0.4155
Steuben County,Indiana,2020,25,"Steuben County, Indiana",0.3964
Sullivan County,Indiana,2020,64,"Sullivan County, Indiana",0.4359
Switzerland County,Indiana,2020,75,"Switzerland County, Indiana",0.4274
Tippecanoe County,Indiana,2020,43,"Tippecanoe County, Indiana",0.4688
Tipton County,Indiana,2020,24,"Tipton County, Indiana",0.4109
Union County,Indiana,2020,36,"Union County, Indiana",0.3792
Vanderburgh County,Indiana,2020,48,"Vanderburgh County, Indiana",0.4751
Vermillion County,Indiana,2020,59,"Vermillion County, Indiana",0.4169
Vigo County,Indiana,2020,68,"Vigo County, Indiana",0.4653
Wabash County,Indiana,2020,46,"Wabash County, Indiana",0.3999
Warren County,Indiana,2020,24,"Warren County, Indiana",0.3765
Warrick County,Indiana,2020,7,"Warrick County, Indiana",0.4347
Washington County,Indiana,2020,65,"Washington County, Indiana",0.4237
Wayne County,Indiana,2020,66,"Wayne County, Indiana",0.4702
Wells County,Indiana,2020,23,"Wells County, Indiana",0.3979
White County,Indiana,2020,31,"White County, Indiana",0.3929
Whitley County,Indiana,2020,16,"Whitley County, Indiana",0.3994
Adair County,Iowa,2020,25,"Adair County, Iowa",0.4293
Adams County,Iowa,2020,27,"Adams County, Iowa",0.4265
Allamakee County,Iowa,2020,42,"Allamakee County, Iowa",0.4274
Appanoose County,Iowa,2020,58,"Appanoose County, Iowa",0.5136
Audubon County,Iowa,2020,39,"Audubon County, Iowa",0.392
Benton County,Iowa,2020,14,"Benton County, Iowa",0.4254
Black Hawk County,Iowa,2020,38,"Black Hawk County, Iowa",0.4616
Boone County,Iowa,2020,14,"Boone County, Iowa",0.4076
Bremer County,Iowa,2020,8,"Bremer County, Iowa",0.4128
Buchanan County,Iowa,2020,22,"Buchanan County, Iowa",0.457
Buena Vista County,Iowa,2020,68,"Buena Vista County, Iowa",0.4201
Butler County,Iowa,2020,20,"Butler County, Iowa",0.417
Calhoun County,Iowa,2020,39,"Calhoun County, Iowa",0.446
Carroll County,Iowa,2020,20,"Carroll County, Iowa",0.4338
Cass County,Iowa,2020,43,"Cass County, Iowa",0.4255
Cedar County,Iowa,2020,7,"Cedar County, Iowa",0.3785
Cerro Gordo County,Iowa,2020,29,"Cerro Gordo County, Iowa",0.4437
Cherokee County,Iowa,2020,27,"Cherokee County, Iowa",0.4298
Chickasaw County,Iowa,2020,18,"Chickasaw County, Iowa",0.4034
Clarke County,Iowa,2020,47,"Clarke County, Iowa",0.4185
Clay County,Iowa,2020,34,"Clay County, Iowa",0.4223
Clayton County,Iowa,2020,34,"Clayton County, Iowa",0.4078
Clinton County,Iowa,2020,37,"Clinton County, Iowa",0.4241
Crawford County,Iowa,2020,77,"Crawford County, Iowa",0.4883
Dallas County,Iowa,2020,2,"Dallas County, Iowa",0.4323
Davis County,Iowa,2020,73,"Davis County, Iowa",0.4107
Decatur County,Iowa,2020,74,"Decatur County, Iowa",0.4448
Delaware County,Iowa,2020,17,"Delaware County, Iowa",0.4256
Des Moines County,Iowa,2020,48,"Des Moines County, Iowa",0.4452
Dickinson County,Iowa,2020,7,"Dickinson County, Iowa",0.4363
Dubuque County,Iowa,2020,19,"Dubuque County, Iowa",0.4385
Emmet County,Iowa,2020,40,"Emmet County, Iowa",0.4744
Fayette County,Iowa,2020,39,"Fayette County, Iowa",0.4459
Floyd County,Iowa,2020,42,"Floyd County, Iowa",0.4469
Franklin County,Iowa,2020,43,"Franklin County, Iowa",0.4216
Fremont County,Iowa,2020,32,"Fremont County, Iowa",0.4145
Greene County,Iowa,2020,28,"Greene County, Iowa",0.4054
Grundy County,Iowa,2020,9,"Grundy County, Iowa",0.4225
Guthrie County,Iowa,2020,21,"Guthrie County, Iowa",0.4076
Hamilton County,Iowa,2020,22,"Hamilton County, Iowa",0.4103
Hancock County,Iowa,2020,19,"Hancock County, Iowa",0.3863
Hardin County,Iowa,2020,27,"Hardin County, Iowa",0.409
Harrison County,Iowa,2020,18,"Harrison County, Iowa",0.4022
Henry County,Iowa,2020,38,"Henry County, Iowa",0.4158
Howard County,Iowa,2020,33,"Howard County, Iowa",0.4145
Humboldt County,Iowa,2020,31,"Humboldt County, Iowa",0.4252
Ida County,Iowa,2020,26,"Ida County, Iowa",0.4608
Iowa County,Iowa,2020,15,"Iowa County, Iowa",0.4397
Jackson County,Iowa,2020,34,"Jackson County, Iowa",0.4267
Jasper County,Iowa,2020,27,"Jasper County, Iowa",0.4093
Jefferson County,Iowa,2020,45,"Jefferson County, Iowa",0.5016
Johnson County,Iowa,2020,13,"Johnson County, Iowa",0.4929
Jones County,Iowa,2020,20,"Jones County, Iowa",0.4308
Keokuk County,Iowa,2020,28,"Keokuk County, Iowa",0.4387
Kossuth County,Iowa,2020,22,"Kossuth County, Iowa",0.4098
Lee County,Iowa,2020,53,"Lee County, Iowa",0.425
Linn County,Iowa,2020,10,"Linn County, Iowa",0.4308
Louisa County,Iowa,2020,59,"Louisa County, Iowa",0.4218
Lucas County,Iowa,2020,39,"Lucas County, Iowa",0.4578
Lyon County,Iowa,2020,10,"Lyon County, Iowa",0.3765
Madison County,Iowa,2020,7,"Madison County, Iowa",0.4349
Mahaska County,Iowa,2020,47,"Mahaska County, Iowa",0.4465
Marion County,Iowa,2020,22,"Marion County, Iowa",0.4038
Marshall County,Iowa,2020,55,"Marshall County, Iowa",0.4024
Mills County,Iowa,2020,10,"Mills County, Iowa",0.4151
Mitchell County,Iowa,2020,33,"Mitchell County, Iowa",0.4127
Monona County,Iowa,2020,47,"Monona County, Iowa",0.4618
Monroe County,Iowa,2020,49,"Monroe County, Iowa",0.4075
Montgomery County,Iowa,2020,62,"Montgomery County, Iowa",0.4644
Muscatine County,Iowa,2020,37,"Muscatine County, Iowa",0.4153
O'Brien County,Iowa,2020,37,"O'Brien County, Iowa",0.4233
Osceola County,Iowa,2020,38,"Osceola County, Iowa",0.4015
Page County,Iowa,2020,38,"Page County, Iowa",0.4244
Palo Alto County,Iowa,2020,16,"Palo Alto County, Iowa",0.4059
Plymouth County,Iowa,2020,13,"Plymouth County, Iowa",0.3995
Pocahontas County,Iowa,2020,34,"Pocahontas County, Iowa",0.4037
Polk County,Iowa,2020,15,"Polk County, Iowa",0.4437
Pottawattamie County,Iowa,2020,30,"Pottawattamie County, Iowa",0.4259
Poweshiek County,Iowa,2020,26,"Poweshiek County, Iowa",0.452
Ringgold County,Iowa,2020,29,"Ringgold County, Iowa",0.4713
Sac County,Iowa,2020,31,"Sac County, Iowa",0.4152
Scott County,Iowa,2020,21,"Scott County, Iowa",0.4516
Shelby County,Iowa,2020,17,"Shelby County, Iowa",0.4305
Sioux County,Iowa,2020,13,"Sioux County, Iowa",0.3844
Story County,Iowa,2020,16,"Story County, Iowa",0.4643
Tama County,Iowa,2020,32,"Tama County, Iowa",0.3982
Taylor County,Iowa,2020,43,"Taylor County, Iowa",0.4379
Union County,Iowa,2020,49,"Union County, Iowa",0.4312
Van Buren County,Iowa,2020,50,"Van Buren County, Iowa",0.4639
Wapello County,Iowa,2020,69,"Wapello County, Iowa",0.4409
Warren County,Iowa,2020,6,"Warren County, Iowa",0.4044
Washington County,Iowa,2020,22,"Washington County, Iowa",0.3906
Wayne County,Iowa,2020,65,"Wayne County, Iowa",0.4475
Webster County,Iowa,2020,55,"Webster County, Iowa",0.4431
Winnebago County,Iowa,2020,32,"Winnebago County, Iowa",0.3871
Winneshiek County,Iowa,2020,10,"Winneshiek County, Iowa",0.4005
Woodbury County,Iowa,2020,55,"Woodbury County, Iowa",0.4363
Worth County,Iowa,2020,38,"Worth County, Iowa",0.4119
Wright County,Iowa,2020,51,"Wright County, Iowa",0.4314
Allen County,Kansas,2020,61,"Allen County, Kansas",0.4337
Anderson County,Kansas,2020,50,"Anderson County, Kansas",0.4181
Atchison County,Kansas,2020,48,"Atchison County, Kansas",0.45
Barber County,Kansas,2020,48,"Barber County, Kansas",0.4706
Barton County,Kansas,2020,55,"Barton County, Kansas",0.4445
Bourbon County,Kansas,2020,67,"Bourbon County, Kansas",0.4628
Brown County,Kansas,2020,47,"Brown County, Kansas",0.4271
Butler County,Kansas,2020,15,"Butler County, Kansas",0.411
Chase County,Kansas,2020,46,"Chase County, Kansas",0.436
Chautauqua County,Kansas,2020,72,"Chautauqua County, Kansas",0.4662
Cherokee County,Kansas,2020,61,"Cherokee County, Kansas",0.4057
Cheyenne County,Kansas,2020,33,"Cheyenne County, Kansas",0.4289
Clark County,Kansas,2020,34,"Clark County, Kansas",0.3962
Clay County,Kansas,2020,22,"Clay County, Kansas",0.4855
Cloud County,Kansas,2020,54,"Cloud County, Kansas",0.434
Coffey County,Kansas,2020,28,"Coffey County, Kansas",0.4156
Comanche County,Kansas,2020,17,"Comanche County, Kansas",0.4109
Cowley County,Kansas,2020,59,"Cowley County, Kansas",0.4256
Crawford County,Kansas,2020,69,"Crawford County, Kansas",0.4652
Decatur County,Kansas,2020,47,"Decatur County, Kansas",0.4392
Dickinson County,Kansas,2020,48,"Dickinson County, Kansas",0.4447
Doniphan County,Kansas,2020,47,"Doniphan County, Kansas",0.4301
Douglas County,Kansas,2020,17,"Douglas County, Kansas",0.4714
Edwards County,Kansas,2020,48,"Edwards County, Kansas",0.3987
Elk County,Kansas,2020,65,"Elk County, Kansas",0.4297
Ellis County,Kansas,2020,31,"Ellis County, Kansas",0.4855
Ellsworth County,Kansas,2020,43,"Ellsworth County, Kansas",0.4168
Finney County,Kansas,2020,85,"Finney County, Kansas",0.4041
Ford County,Kansas,2020,88,"Ford County, Kansas",0.423
Franklin County,Kansas,2020,31,"Franklin County, Kansas",0.4014
Geary County,Kansas,2020,58,"Geary County, Kansas",0.3761
Gove County,Kansas,2020,31,"Gove County, Kansas",0.4226
Graham County,Kansas,2020,33,"Graham County, Kansas",0.4176
Grant County,Kansas,2020,59,"Grant County, Kansas",0.4092
Gray County,Kansas,2020,31,"Gray County, Kansas",0.3873
Greeley County,Kansas,2020,38,"Greeley County, Kansas",0.35
Greenwood County,Kansas,2020,54,"Greenwood County, Kansas",0.466
Hamilton County,Kansas,2020,61,"Hamilton County, Kansas",0.3759
Harper County,Kansas,2020,45,"Harper County, Kansas",0.4356
Harvey County,Kansas,2020,26,"Harvey County, Kansas",0.4011
Haskell County,Kansas,2020,80,"Haskell County, Kansas",0.4437
Hodgeman County,Kansas,2020,23,"Hodgeman County, Kansas",0.4001
Jackson County,Kansas,2020,21,"Jackson County, Kansas",0.4057
Jefferson County,Kansas,2020,14,"Jefferson County, Kansas",0.3655
Jewell County,Kansas,2020,44,"Jewell County, Kansas",0.4943
Johnson County,Kansas,2020,3,"Johnson County, Kansas",0.4522
Kearny County,Kansas,2020,71,"Kearny County, Kansas",0.4557
Kingman County,Kansas,2020,16,"Kingman County, Kansas",0.4398
Kiowa County,Kansas,2020,23,"Kiowa County, Kansas",0.4042
Labette County,Kansas,2020,67,"Labette County, Kansas",0.4113
Lane County,Kansas,2020,36,"Lane County, Kansas",0.4313
Leavenworth County,Kansas,2020,12,"Leavenworth County, Kansas",0.4242
Lincoln County,Kansas,2020,33,"Lincoln County, Kansas",0.4166
Linn County,Kansas,2020,66,"Linn County, Kansas",0.4509
Logan County,Kansas,2020,21,"Logan County, Kansas",0.4468
Lyon County,Kansas,2020,67,"Lyon County, Kansas",0.475
McPherson County,Kansas,2020,24,"McPherson County, Kansas",0.4152
Marion County,Kansas,2020,34,"Marion County, Kansas",0.4183
Marshall County,Kansas,2020,30,"Marshall County, Kansas",0.4143
Meade County,Kansas,2020,51,"Meade County, Kansas",0.4174
Miami County,Kansas,2020,8,"Miami County, Kansas",0.4164
Mitchell County,Kansas,2020,36,"Mitchell County, Kansas",0.4336
Montgomery County,Kansas,2020,69,"Montgomery County, Kansas",0.442
Morris County,Kansas,2020,35,"Morris County, Kansas",0.4229
Morton County,Kansas,2020,51,"Morton County, Kansas",0.4175
Nemaha County,Kansas,2020,18,"Nemaha County, Kansas",0.4369
Neosho County,Kansas,2020,64,"Neosho County, Kansas",0.4513
Ness County,Kansas,2020,32,"Ness County, Kansas",0.471
Norton County,Kansas,2020,28,"Norton County, Kansas",0.4647
Osage County,Kansas,2020,35,"Osage County, Kansas",0.412
Osborne County,Kansas,2020,35,"Osborne County, Kansas",0.4543
Ottawa County,Kansas,2020,18,"Ottawa County, Kansas",0.4134
Pawnee County,Kansas,2020,36,"Pawnee County, Kansas",0.3939
Phillips County,Kansas,2020,33,"Phillips County, Kansas",0.402
Pottawatomie County,Kansas,2020,11,"Pottawatomie County, Kansas",0.3944
Pratt County,Kansas,2020,30,"Pratt County, Kansas",0.4197
Rawlins County,Kansas,2020,19,"Rawlins County, Kansas",0.4132
Reno County,Kansas,2020,48,"Reno County, Kansas",0.433
Republic County,Kansas,2020,25,"Republic County, Kansas",0.4314
Rice County,Kansas,2020,50,"Rice County, Kansas",0.4036
Riley County,Kansas,2020,37,"Riley County, Kansas",0.4754
Rooks County,Kansas,2020,33,"Rooks County, Kansas",0.3985
Rush County,Kansas,2020,30,"Rush County, Kansas",0.4307
Russell County,Kansas,2020,26,"Russell County, Kansas",0.3837
Saline County,Kansas,2020,30,"Saline County, Kansas",0.4377
Scott County,Kansas,2020,11,"Scott County, Kansas",0.3426
Sedgwick County,Kansas,2020,41,"Sedgwick County, Kansas",0.4554
Seward County,Kansas,2020,94,"Seward County, Kansas",0.4103
Shawnee County,Kansas,2020,31,"Shawnee County, Kansas",0.4436
Sheridan County,Kansas,2020,21,"Sheridan County, Kansas",0.418
Sherman County,Kansas,2020,40,"Sherman County, Kansas",0.3563
Smith County,Kansas,2020,37,"Smith County, Kansas",0.465
Stafford County,Kansas,2020,47,"Stafford County, Kansas",0.424
Stanton County,Kansas,2020,46,"Stanton County, Kansas",0.4236
Stevens County,Kansas,2020,78,"Stevens County, Kansas",0.434
Sumner County,Kansas,2020,35,"Sumner County, Kansas",0.4219
Thomas County,Kansas,2020,22,"Thomas County, Kansas",0.4449
Trego County,Kansas,2020,14,"Trego County, Kansas",0.3655
Wabaunsee County,Kansas,2020,8,"Wabaunsee County, Kansas",0.3779
Wallace County,Kansas,2020,15,"Wallace County, Kansas",0.4177
Washington County,Kansas,2020,42,"Washington County, Kansas",0.4277
Wichita County,Kansas,2020,28,"Wichita County, Kansas",0.402
Wilson County,Kansas,2020,65,"Wilson County, Kansas",0.4692
Woodson County,Kansas,2020,75,"Woodson County, Kansas",0.4356
Wyandotte County,Kansas,2020,88,"Wyandotte County, Kansas",0.4273
Adair County,Kentucky,2020,87,"Adair County, Kentucky",0.4696
Allen County,Kentucky,2020,82,"Allen County, Kentucky",0.4379
Anderson County,Kentucky,2020,40,"Anderson County, Kentucky",0.4073
Ballard County,Kentucky,2020,63,"Ballard County, Kentucky",0.4617
Barren County,Kentucky,2020,85,"Barren County, Kentucky",0.4345
Bath County,Kentucky,2020,89,"Bath County, Kentucky",0.4579
Bell County,Kentucky,2020,100,"Bell County, Kentucky",0.4975
Boone County,Kentucky,2020,6,"Boone County, Kentucky",0.4115
Bourbon County,Kentucky,2020,56,"Bourbon County, Kentucky",0.4526
Boyd County,Kentucky,2020,63,"Boyd County, Kentucky",0.4855
Boyle County,Kentucky,2020,55,"Boyle County, Kentucky",0.4731
Bracken County,Kentucky,2020,74,"Bracken County, Kentucky",0.4433
Breathitt County,Kentucky,2020,99,"Breathitt County, Kentucky",0.5253
Breckinridge County,Kentucky,2020,75,"Breckinridge County, Kentucky",0.425
Bullitt County,Kentucky,2020,23,"Bullitt County, Kentucky",0.3863
Butler County,Kentucky,2020,87,"Butler County, Kentucky",0.4487
Caldwell County,Kentucky,2020,63,"Caldwell County, Kentucky",0.5086
Calloway County,Kentucky,2020,66,"Calloway County, Kentucky",0.4863
Campbell County,Kentucky,2020,19,"Campbell County, Kentucky",0.4587
Carlisle County,Kentucky,2020,76,"Carlisle County, Kentucky",0.4914
Carroll County,Kentucky,2020,94,"Carroll County, Kentucky",0.4793
Carter County,Kentucky,2020,94,"Carter County, Kentucky",0.4846
Casey County,Kentucky,2020,95,"Casey County, Kentucky",0.4523
Christian County,Kentucky,2020,87,"Christian County, Kentucky",0.4557
Clark County,Kentucky,2020,53,"Clark County, Kentucky",0.4439
Clay County,Kentucky,2020,100,"Clay County, Kentucky",0.4947
Clinton County,Kentucky,2020,94,"Clinton County, Kentucky",0.5176
Crittenden County,Kentucky,2020,70,"Crittenden County, Kentucky",0.4595
Cumberland County,Kentucky,2020,91,"Cumberland County, Kentucky",0.4672
Daviess County,Kentucky,2020,52,"Daviess County, Kentucky",0.465
Edmonson County,Kentucky,2020,81,"Edmonson County, Kentucky",0.4268
Elliott County,Kentucky,2020,95,"Elliott County, Kentucky",0.4495
Estill County,Kentucky,2020,98,"Estill County, Kentucky",0.4767
Fayette County,Kentucky,2020,35,"Fayette County, Kentucky",0.4947
Fleming County,Kentucky,2020,84,"Fleming County, Kentucky",0.4652
Floyd County,Kentucky,2020,97,"Floyd County, Kentucky",0.5007
Franklin County,Kentucky,2020,32,"Franklin County, Kentucky",0.3896
Fulton County,Kentucky,2020,97,"Fulton County, Kentucky",0.4807
Gallatin County,Kentucky,2020,72,"Gallatin County, Kentucky",0.3958
Garrard County,Kentucky,2020,61,"Garrard County, Kentucky",0.4325
Grant County,Kentucky,2020,70,"Grant County, Kentucky",0.4178
Graves County,Kentucky,2020,73,"Graves County, Kentucky",0.4691
Grayson County,Kentucky,2020,88,"Grayson County, Kentucky",0.447
Green County,Kentucky,2020,86,"Green County, Kentucky",0.5065
Greenup County,Kentucky,2020,48,"Greenup County, Kentucky",0.4585
Hancock County,Kentucky,2020,58,"Hancock County, Kentucky",0.3713
Hardin County,Kentucky,2020,45,"Hardin County, Kentucky",0.4393
Harlan County,Kentucky,2020,99,"Harlan County, Kentucky",0.4803
Harrison County,Kentucky,2020,72,"Harrison County, Kentucky",0.4305
Hart County,Kentucky,2020,93,"Hart County, Kentucky",0.4621
Henderson County,Kentucky,2020,66,"Henderson County, Kentucky",0.462
Henry County,Kentucky,2020,67,"Henry County, Kentucky",0.4308
Hickman County,Kentucky,2020,82,"Hickman County, Kentucky",0.4824
Hopkins County,Kentucky,2020,69,"Hopkins County, Kentucky",0.4491
Jackson County,Kentucky,2020,97,"Jackson County, Kentucky",0.4579
Jefferson County,Kentucky,2020,39,"Jefferson County, Kentucky",0.477
Jessamine County,Kentucky,2020,52,"Jessamine County, Kentucky",0.4942
Johnson County,Kentucky,2020,85,"Johnson County, Kentucky",0.4966
Kenton County,Kentucky,2020,25,"Kenton County, Kentucky",0.4485
Knott County,Kentucky,2020,99,"Knott County, Kentucky",0.4677
Knox County,Kentucky,2020,99,"Knox County, Kentucky",0.5115
Larue County,Kentucky,2020,73,"Larue County, Kentucky",0.4218
Laurel County,Kentucky,2020,87,"Laurel County, Kentucky",0.469
Lawrence County,Kentucky,2020,94,"Lawrence County, Kentucky",0.501
Lee County,Kentucky,2020,98,"Lee County, Kentucky",0.5154
Leslie County,Kentucky,2020,98,"Leslie County, Kentucky",0.4809
Letcher County,Kentucky,2020,97,"Letcher County, Kentucky",0.4967
Lewis County,Kentucky,2020,97,"Lewis County, Kentucky",0.5111
Lincoln County,Kentucky,2020,91,"Lincoln County, Kentucky",0.4369
Livingston County,Kentucky,2020,65,"Livingston County, Kentucky",0.4905
Logan County,Kentucky,2020,71,"Logan County, Kentucky",0.444
Lyon County,Kentucky,2020,41,"Lyon County, Kentucky",0.4459
McCracken County,Kentucky,2020,47,"McCracken County, Kentucky",0.531
McCreary County,Kentucky,2020,99,"McCreary County, Kentucky",0.5039
McLean County,Kentucky,2020,64,"McLean County, Kentucky",0.4201
Madison County,Kentucky,2020,57,"Madison County, Kentucky",0.4587
Magoffin County,Kentucky,2020,98,"Magoffin County, Kentucky",0.4943
Marion County,Kentucky,2020,86,"Marion County, Kentucky",0.4454
Marshall County,Kentucky,2020,41,"Marshall County, Kentucky",0.4372
Martin County,Kentucky,2020,97,"Martin County, Kentucky",0.4491
Mason County,Kentucky,2020,73,"Mason County, Kentucky",0.5079
Meade County,Kentucky,2020,35,"Meade County, Kentucky",0.414
Menifee County,Kentucky,2020,91,"Menifee County, Kentucky",0.4163
Mercer County,Kentucky,2020,61,"Mercer County, Kentucky",0.4312
Metcalfe County,Kentucky,2020,91,"Metcalfe County, Kentucky",0.4517
Monroe County,Kentucky,2020,93,"Monroe County, Kentucky",0.5282
Montgomery County,Kentucky,2020,81,"Montgomery County, Kentucky",0.439
Morgan County,Kentucky,2020,94,"Morgan County, Kentucky",0.4619
Muhlenberg County,Kentucky,2020,82,"Muhlenberg County, Kentucky",0.4299
Nelson County,Kentucky,2020,39,"Nelson County, Kentucky",0.4828
Nicholas County,Kentucky,2020,92,"Nicholas County, Kentucky",0.4552
Ohio County,Kentucky,2020,80,"Ohio County, Kentucky",0.4957
Oldham County,Kentucky,2020,3,"Oldham County, Kentucky",0.4321
Owen County,Kentucky,2020,70,"Owen County, Kentucky",0.466
Owsley County,Kentucky,2020,99,"Owsley County, Kentucky",0.5419
Pendleton County,Kentucky,2020,64,"Pendleton County, Kentucky",0.4022
Perry County,Kentucky,2020,96,"Perry County, Kentucky",0.5073
Pike County,Kentucky,2020,93,"Pike County, Kentucky",0.509
Powell County,Kentucky,2020,91,"Powell County, Kentucky",0.4515
Pulaski County,Kentucky,2020,85,"Pulaski County, Kentucky",0.4918
Robertson County,Kentucky,2020,85,"Robertson County, Kentucky",0.4812
Rockcastle County,Kentucky,2020,92,"Rockcastle County, Kentucky",0.4525
Rowan County,Kentucky,2020,86,"Rowan County, Kentucky",0.4793
Russell County,Kentucky,2020,93,"Russell County, Kentucky",0.4376
Scott County,Kentucky,2020,24,"Scott County, Kentucky",0.4154
Shelby County,Kentucky,2020,32,"Shelby County, Kentucky",0.4588
Simpson County,Kentucky,2020,53,"Simpson County, Kentucky",0.4316
Spencer County,Kentucky,2020,13,"Spencer County, Kentucky",0.3887
Taylor County,Kentucky,2020,83,"Taylor County, Kentucky",0.4751
Todd County,Kentucky,2020,87,"Todd County, Kentucky",0.4927
Trigg County,Kentucky,2020,51,"Trigg County, Kentucky",0.4175
Trimble County,Kentucky,2020,72,"Trimble County, Kentucky",0.4569
Union County,Kentucky,2020,70,"Union County, Kentucky",0.4204
Warren County,Kentucky,2020,56,"Warren County, Kentucky",0.4769
Washington County,Kentucky,2020,67,"Washington County, Kentucky",0.4261
Wayne County,Kentucky,2020,96,"Wayne County, Kentucky",0.4693
Webster County,Kentucky,2020,82,"Webster County, Kentucky",0.4602
Whitley County,Kentucky,2020,91,"Whitley County, Kentucky",0.493
Wolfe County,Kentucky,2020,100,"Wolfe County, Kentucky",0.4718
Woodford County,Kentucky,2020,25,"Woodford County, Kentucky",0.4313
Acadia Parish,Louisiana,2020,90,"Acadia Parish, Louisiana",0.4787
Allen Parish,Louisiana,2020,84,"Allen Parish, Louisiana",0.4686
Ascension Parish,Louisiana,2020,18,"Ascension Parish, Louisiana",0.4212
Assumption Parish,Louisiana,2020,84,"Assumption Parish, Louisiana",0.5025
Avoyelles Parish,Louisiana,2020,92,"Avoyelles Parish, Louisiana",0.5055
Beauregard Parish,Louisiana,2020,67,"Beauregard Parish, Louisiana",0.4683
Bienville Parish,Louisiana,2020,95,"Bienville Parish, Louisiana",0.5024
Bossier Parish,Louisiana,2020,40,"Bossier Parish, Louisiana",0.4399
Caddo Parish,Louisiana,2020,75,"Caddo Parish, Louisiana",0.5192
Calcasieu Parish,Louisiana,2020,59,"Calcasieu Parish, Louisiana",0.4663
Caldwell Parish,Louisiana,2020,94,"Caldwell Parish, Louisiana",0.5328
Cameron Parish,Louisiana,2020,28,"Cameron Parish, Louisiana",0.4234
Catahoula Parish,Louisiana,2020,87,"Catahoula Parish, Louisiana",0.4745
Claiborne Parish,Louisiana,2020,98,"Claiborne Parish, Louisiana",0.5074
Concordia Parish,Louisiana,2020,95,"Concordia Parish, Louisiana",0.5174
De Soto Parish,Louisiana,2020,87,"De Soto Parish, Louisiana",0.496
East Baton Rouge Parish,Louisiana,2020,42,"East Baton Rouge Parish, Louisiana",0.502
East Carroll Parish,Louisiana,2020,100,"East Carroll Parish, Louisiana",0.6647
East Feliciana Parish,Louisiana,2020,73,"East Feliciana Parish, Louisiana",0.4508
Evangeline Parish,Louisiana,2020,98,"Evangeline Parish, Louisiana",0.483
Franklin Parish,Louisiana,2020,95,"Franklin Parish, Louisiana",0.4891
Grant Parish,Louisiana,2020,80,"Grant Parish, Louisiana",0.4357
Iberia Parish,Louisiana,2020,88,"Iberia Parish, Louisiana",0.4588
Iberville Parish,Louisiana,2020,74,"Iberville Parish, Louisiana",0.4686
Jackson Parish,Louisiana,2020,92,"Jackson Parish, Louisiana",0.4806
Jefferson Parish,Louisiana,2020,49,"Jefferson Parish, Louisiana",0.4698
Jefferson Davis Parish,Louisiana,2020,85,"Jefferson Davis Parish, Louisiana",0.4974
Lafayette Parish,Louisiana,2020,41,"Lafayette Parish, Louisiana",0.4883
Lafourche Parish,Louisiana,2020,65,"Lafourche Parish, Louisiana",0.4605
LaSalle Parish,Louisiana,2020,90,"LaSalle Parish, Louisiana",0.4774
