county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Colquitt County,Georgia,2020,96,"Colquitt County, Georgia",0.4732
Columbia County,Georgia,2020,6,"Columbia County, Georgia",0.4081
Cook County,Georgia,2020,88,"Cook County, Georgia",0.4625
Coweta County,Georgia,2020,15,"Coweta County, Georgia",0.4278
Crawford County,Georgia,2020,77,"Crawford County, Georgia",0.4397
Crisp County,Georgia,2020,97,"Crisp County, Georgia",0.5504
Dade County,Georgia,2020,65,"Dade County, Georgia",0.4495
Dawson County,Georgia,2020,9,"Dawson County, Georgia",0.4358
Decatur County,Georgia,2020,92,"Decatur County, Georgia",0.5091
DeKalb County,Georgia,2020,33,"DeKalb County, Georgia",0.4904
Dodge County,Georgia,2020,92,"Dodge County, Georgia",0.4665
Dooly County,Georgia,2020,94,"Dooly County, Georgia",0.4669
Dougherty County,Georgia,2020,96,"Dougherty County, Georgia",0.4948
Douglas County,Georgia,2020,33,"Douglas County, Georgia",0.4071
Early County,Georgia,2020,95,"Early County, Georgia",0.4698
Echols County,Georgia,2020,93,"Echols County, Georgia",0.5039
Effingham County,Georgia,2020,14,"Effingham County, Georgia",0.4263
Elbert County,Georgia,2020,86,"Elbert County, Georgia",0.4838
Emanuel County,Georgia,2020,94,"Emanuel County, Georgia",0.468
Evans County,Georgia,2020,95,"Evans County, Georgia",0.4738
Fannin County,Georgia,2020,41,"Fannin County, Georgia",0.4519
Fayette County,Georgia,2020,2,"Fayette County, Georgia",0.4337
Floyd County,Georgia,2020,77,"Floyd County, Georgia",0.4768
Forsyth County,Georgia,2020,1,"Forsyth County, Georgia",0.4037
Franklin County,Georgia,2020,83,"Franklin County, Georgia",0.4927
Fulton County,Georgia,2020,13,"Fulton County, Georgia",0.5402
Gilmer County,Georgia,2020,59,"Gilmer County, Georgia",0.4486
Glascock County,Georgia,2020,79,"Glascock County, Georgia",0.4361
Glynn County,Georgia,2020,52,"Glynn County, Georgia",0.5042
Gordon County,Georgia,2020,85,"Gordon County, Georgia",0.454
Grady County,Georgia,2020,81,"Grady County, Georgia",0.4705
Greene County,Georgia,2020,60,"Greene County, Georgia",0.573
Gwinnett County,Georgia,2020,18,"Gwinnett County, Georgia",0.43
Habersham County,Georgia,2020,62,"Habersham County, Georgia",0.4307
Hall County,Georgia,2020,56,"Hall County, Georgia",0.4486
Hancock County,Georgia,2020,90,"Hancock County, Georgia",0.4923
Haralson County,Georgia,2020,69,"Haralson County, Georgia",0.4509
Harris County,Georgia,2020,7,"Harris County, Georgia",0.4352
Hart County,Georgia,2020,72,"Hart County, Georgia",0.459
Heard County,Georgia,2020,74,"Heard County, Georgia",0.4098
Henry County,Georgia,2020,15,"Henry County, Georgia",0.3963
Houston County,Georgia,2020,41,"Houston County, Georgia",0.4368
Irwin County,Georgia,2020,91,"Irwin County, Georgia",0.4842
Jackson County,Georgia,2020,31,"Jackson County, Georgia",0.4194
Jasper County,Georgia,2020,78,"Jasper County, Georgia",0.4199
Jeff Davis County,Georgia,2020,94,"Jeff Davis County, Georgia",0.4429
Jefferson County,Georgia,2020,96,"Jefferson County, Georgia",0.4742
Jenkins County,Georgia,2020,93,"Jenkins County, Georgia",0.4413
Johnson County,Georgia,2020,93,"Johnson County, Georgia",0.4361
Jones County,Georgia,2020,44,"Jones County, Georgia",0.4248
Lamar County,Georgia,2020,71,"Lamar County, Georgia",0.4788
Lanier County,Georgia,2020,89,"Lanier County, Georgia",0.4906
Laurens County,Georgia,2020,87,"Laurens County, Georgia",0.4952
Lee County,Georgia,2020,22,"Lee County, Georgia",0.4005
Liberty County,Georgia,2020,75,"Liberty County, Georgia",0.3993
Lincoln County,Georgia,2020,69,"Lincoln County, Georgia",0.481
Long County,Georgia,2020,73,"Long County, Georgia",0.381
Lowndes County,Georgia,2020,80,"Lowndes County, Georgia",0.531
Lumpkin County,Georgia,2020,48,"Lumpkin County, Georgia",0.4582
McDuffie County,Georgia,2020,88,"McDuffie County, Georgia",0.4714
McIntosh County,Georgia,2020,57,"McIntosh County, Georgia",0.4562
Macon County,Georgia,2020,98,"Macon County, Georgia",0.4729
Madison County,Georgia,2020,65,"Madison County, Georgia",0.4277
Marion County,Georgia,2020,85,"Marion County, Georgia",0.4385
Meriwether County,Georgia,2020,88,"Meriwether County, Georgia",0.4608
Miller County,Georgia,2020,82,"Miller County, Georgia",0.4555
Mitchell County,Georgia,2020,95,"Mitchell County, Georgia",0.4672
Monroe County,Georgia,2020,38,"Monroe County, Georgia",0.5408
Montgomery County,Georgia,2020,81,"Montgomery County, Georgia",0.5234
Morgan County,Georgia,2020,27,"Morgan County, Georgia",0.4544
Murray County,Georgia,2020,88,"Murray County, Georgia",0.4054
Muscogee County,Georgia,2020,72,"Muscogee County, Georgia",0.4916
Newton County,Georgia,2020,54,"Newton County, Georgia",0.4384
Oconee County,Georgia,2020,3,"Oconee County, Georgia",0.4529
Oglethorpe County,Georgia,2020,61,"Oglethorpe County, Georgia",0.4137
Paulding County,Georgia,2020,13,"Paulding County, Georgia",0.3858
Peach County,Georgia,2020,83,"Peach County, Georgia",0.4707
Pickens County,Georgia,2020,24,"Pickens County, Georgia",0.4275
Pierce County,Georgia,2020,76,"Pierce County, Georgia",0.456
Pike County,Georgia,2020,24,"Pike County, Georgia",0.4545
Polk County,Georgia,2020,83,"Polk County, Georgia",0.4879
Pulaski County,Georgia,2020,87,"Pulaski County, Georgia",0.4597
Putnam County,Georgia,2020,42,"Putnam County, Georgia",0.4768
Quitman County,Georgia,2020,96,"Quitman County, Georgia",0.458
Rabun County,Georgia,2020,69,"Rabun County, Georgia",0.5261
Randolph County,Georgia,2020,99,"Randolph County, Georgia",0.5508
Richmond County,Georgia,2020,84,"Richmond County, Georgia",0.4761
Rockdale County,Georgia,2020,42,"Rockdale County, Georgia",0.4209
Schley County,Georgia,2020,86,"Schley County, Georgia",0.4679
Screven County,Georgia,2020,85,"Screven County, Georgia",0.4697
Seminole County,Georgia,2020,84,"Seminole County, Georgia",0.5647
Spalding County,Georgia,2020,78,"Spalding County, Georgia",0.4503
Stephens County,Georgia,2020,72,"Stephens County, Georgia",0.4629
Stewart County,Georgia,2020,98,"Stewart County, Georgia",0.5029
Sumter County,Georgia,2020,93,"Sumter County, Georgia",0.4792
Talbot County,Georgia,2020,87,"Talbot County, Georgia",0.4579
Taliaferro County,Georgia,2020,97,"Taliaferro County, Georgia",0.4814
Tattnall County,Georgia,2020,89,"Tattnall County, Georgia",0.4679
Taylor County,Georgia,2020,95,"Taylor County, Georgia",0.463
Telfair County,Georgia,2020,99,"Telfair County, Georgia",0.4343
Terrell County,Georgia,2020,97,"Terrell County, Georgia",0.4633
Thomas County,Georgia,2020,79,"Thomas County, Georgia",0.5078
Tift County,Georgia,2020,85,"Tift County, Georgia",0.4615
Toombs County,Georgia,2020,94,"Toombs County, Georgia",0.5548
Towns County,Georgia,2020,40,"Towns County, Georgia",0.4485
Treutlen County,Georgia,2020,91,"Treutlen County, Georgia",0.5227
Troup County,Georgia,2020,79,"Troup County, Georgia",0.4681
Turner County,Georgia,2020,94,"Turner County, Georgia",0.4823
Twiggs County,Georgia,2020,93,"Twiggs County, Georgia",0.4918
Union County,Georgia,2020,35,"Union County, Georgia",0.4698
Upson County,Georgia,2020,88,"Upson County, Georgia",0.4835
Walker County,Georgia,2020,70,"Walker County, Georgia",0.4598
Walton County,Georgia,2020,33,"Walton County, Georgia",0.4277
Ware County,Georgia,2020,82,"Ware County, Georgia",0.4574
Warren County,Georgia,2020,96,"Warren County, Georgia",0.5242
Washington County,Georgia,2020,90,"Washington County, Georgia",0.462
Wayne County,Georgia,2020,85,"Wayne County, Georgia",0.4679
Webster County,Georgia,2020,89,"Webster County, Georgia",0.4813
Wheeler County,Georgia,2020,98,"Wheeler County, Georgia",0.4435
White County,Georgia,2020,37,"White County, Georgia",0.426
Whitfield County,Georgia,2020,89,"Whitfield County, Georgia",0.4651
Wilcox County,Georgia,2020,83,"Wilcox County, Georgia",0.4481
Wilkes County,Georgia,2020,86,"Wilkes County, Georgia",0.507
Wilkinson County,Georgia,2020,86,"Wilkinson County, Georgia",0.4885
Worth County,Georgia,2020,78,"Worth County, Georgia",0.4406
Hawaii County,Hawaii,2020,31,"Hawaii County, Hawaii",0.4742
Honolulu County,Hawaii,2020,4,"Honolulu County, Hawaii",0.4318
Kalawao County,Hawaii,2020,77,"Kalawao County, Hawaii",0.3589
Kauai County,Hawaii,2020,9,"Kauai County, Hawaii",0.4206
Maui County,Hawaii,2020,7,"Maui County, Hawaii",0.443
Ada County,Idaho,2020,8,"Ada County, Idaho",0.4659
Adams County,Idaho,2020,50,"Adams County, Idaho",0.4228
Bannock County,Idaho,2020,46,"Bannock County, Idaho",0.4473
Bear Lake County,Idaho,2020,41,"Bear Lake County, Idaho",0.3919
Benewah County,Idaho,2020,71,"Benewah County, Idaho",0.4253
Bingham County,Idaho,2020,53,"Bingham County, Idaho",0.3951
Blaine County,Idaho,2020,20,"Blaine County, Idaho",0.4853
Boise County,Idaho,2020,15,"Boise County, Idaho",0.4139
Bonner County,Idaho,2020,37,"Bonner County, Idaho",0.4564
Bonneville County,Idaho,2020,29,"Bonneville County, Idaho",0.4539
Boundary County,Idaho,2020,51,"Boundary County, Idaho",0.4811
Butte County,Idaho,2020,39,"Butte County, Idaho",0.4672
Camas County,Idaho,2020,42,"Camas County, Idaho",0.5543
Canyon County,Idaho,2020,64,"Canyon County, Idaho",0.41
Caribou County,Idaho,2020,31,"Caribou County, Idaho",0.41
Cassia County,Idaho,2020,65,"Cassia County, Idaho",0.4133
Clark County,Idaho,2020,99,"Clark County, Idaho",0.3549
Clearwater County,Idaho,2020,56,"Clearwater County, Idaho",0.4285
Custer County,Idaho,2020,55,"Custer County, Idaho",0.4582
Elmore County,Idaho,2020,64,"Elmore County, Idaho",0.4138
Franklin County,Idaho,2020,23,"Franklin County, Idaho",0.3703
Fremont County,Idaho,2020,42,"Fremont County, Idaho",0.3859
Gem County,Idaho,2020,61,"Gem County, Idaho",0.4184
Gooding County,Idaho,2020,71,"Gooding County, Idaho",0.4027
Idaho County,Idaho,2020,55,"Idaho County, Idaho",0.4223
Jefferson County,Idaho,2020,24,"Jefferson County, Idaho",0.3723
Jerome County,Idaho,2020,78,"Jerome County, Idaho",0.4154
Kootenai County,Idaho,2020,21,"Kootenai County, Idaho",0.442
Latah County,Idaho,2020,34,"Latah County, Idaho",0.4688
Lemhi County,Idaho,2020,42,"Lemhi County, Idaho",0.4017
Lewis County,Idaho,2020,67,"Lewis County, Idaho",0.4586
Lincoln County,Idaho,2020,73,"Lincoln County, Idaho",0.395
Madison County,Idaho,2020,86,"Madison County, Idaho",0.4899
Minidoka County,Idaho,2020,80,"Minidoka County, Idaho",0.4496
Nez Perce County,Idaho,2020,36,"Nez Perce County, Idaho",0.4138
Oneida County,Idaho,2020,33,"Oneida County, Idaho",0.3647
Owyhee County,Idaho,2020,89,"Owyhee County, Idaho",0.4761
Payette County,Idaho,2020,57,"Payette County, Idaho",0.4321
Power County,Idaho,2020,48,"Power County, Idaho",0.3881
Shoshone County,Idaho,2020,74,"Shoshone County, Idaho",0.4508
Teton County,Idaho,2020,9,"Teton County, Idaho",0.4239
Twin Falls County,Idaho,2020,47,"Twin Falls County, Idaho",0.4312
Valley County,Idaho,2020,10,"Valley County, Idaho",0.4714
Washington County,Idaho,2020,80,"Washington County, Idaho",0.4448
Adams County,Illinois,2020,35,"Adams County, Illinois",0.4548
Alexander County,Illinois,2020,93,"Alexander County, Illinois",0.4596
Bond County,Illinois,2020,38,"Bond County, Illinois",0.4132
Boone County,Illinois,2020,30,"Boone County, Illinois",0.4381
Brown County,Illinois,2020,32,"Brown County, Illinois",0.3869
Bureau County,Illinois,2020,37,"Bureau County, Illinois",0.4153
Calhoun County,Illinois,2020,41,"Calhoun County, Illinois",0.4284
Carroll County,Illinois,2020,37,"Carroll County, Illinois",0.4172
Cass County,Illinois,2020,65,"Cass County, Illinois",0.4215
Champaign County,Illinois,2020,38,"Champaign County, Illinois",0.5097
Christian County,Illinois,2020,45,"Christian County, Illinois",0.4208
Clark County,Illinois,2020,43,"Clark County, Illinois",0.4275
Clay County,Illinois,2020,61,"Clay County, Illinois",0.4237
Clinton County,Illinois,2020,17,"Clinton County, Illinois",0.4191
Coles County,Illinois,2020,64,"Coles County, Illinois",0.4984
Cook County,Illinois,2020,40,"Cook County, Illinois",0.5069
Crawford County,Illinois,2020,46,"Crawford County, Illinois",0.4577
Cumberland County,Illinois,2020,43,"Cumberland County, Illinois",0.3961
DeKalb County,Illinois,2020,29,"DeKalb County, Illinois",0.4353
De Witt County,Illinois,2020,26,"De Witt County, Illinois",0.4021
Douglas County,Illinois,2020,64,"Douglas County, Illinois",0.4355
DuPage County,Illinois,2020,3,"DuPage County, Illinois",0.453
Edgar County,Illinois,2020,59,"Edgar County, Illinois",0.43
Edwards County,Illinois,2020,49,"Edwards County, Illinois",0.4141
Effingham County,Illinois,2020,30,"Effingham County, Illinois",0.4478
Fayette County,Illinois,2020,71,"Fayette County, Illinois",0.4366
Ford County,Illinois,2020,49,"Ford County, Illinois",0.4179
Franklin County,Illinois,2020,75,"Franklin County, Illinois",0.4535
Fulton County,Illinois,2020,59,"Fulton County, Illinois",0.433
Gallatin County,Illinois,2020,76,"Gallatin County, Illinois",0.4548
Greene County,Illinois,2020,60,"Greene County, Illinois",0.4345
Grundy County,Illinois,2020,12,"Grundy County, Illinois",0.3925
Hamilton County,Illinois,2020,36,"Hamilton County, Illinois",0.415
Hancock County,Illinois,2020,36,"Hancock County, Illinois",0.412
Hardin County,Illinois,2020,83,"Hardin County, Illinois",0.5009
Henderson County,Illinois,2020,32,"Henderson County, Illinois",0.4066
Henry County,Illinois,2020,27,"Henry County, Illinois",0.4212
Iroquois County,Illinois,2020,44,"Iroquois County, Illinois",0.4197
Jackson County,Illinois,2020,76,"Jackson County, Illinois",0.5355
Jasper County,Illinois,2020,43,"Jasper County, Illinois",0.4112
Jefferson County,Illinois,2020,66,"Jefferson County, Illinois",0.4579
Jersey County,Illinois,2020,20,"Jersey County, Illinois",0.409
Jo Daviess County,Illinois,2020,21,"Jo Daviess County, Illinois",0.4355
Johnson County,Illinois,2020,42,"Johnson County, Illinois",0.4437
Kane County,Illinois,2020,13,"Kane County, Illinois",0.4425
Kankakee County,Illinois,2020,44,"Kankakee County, Illinois",0.4326
Kendall County,Illinois,2020,3,"Kendall County, Illinois",0.3577
Knox County,Illinois,2020,63,"Knox County, Illinois",0.4519
Lake County,Illinois,2020,5,"Lake County, Illinois",0.487
LaSalle County,Illinois,2020,41,"LaSalle County, Illinois",0.4307
Lawrence County,Illinois,2020,71,"Lawrence County, Illinois",0.403
Lee County,Illinois,2020,30,"Lee County, Illinois",0.4344
Livingston County,Illinois,2020,47,"Livingston County, Illinois",0.4291
Logan County,Illinois,2020,28,"Logan County, Illinois",0.4073
McDonough County,Illinois,2020,53,"McDonough County, Illinois",0.4652
McHenry County,Illinois,2020,4,"McHenry County, Illinois",0.4062
McLean County,Illinois,2020,12,"McLean County, Illinois",0.4645
Macon County,Illinois,2020,53,"Macon County, Illinois",0.4646
Macoupin County,Illinois,2020,41,"Macoupin County, Illinois",0.4213
Madison County,Illinois,2020,29,"Madison County, Illinois",0.4396
Marion County,Illinois,2020,73,"Marion County, Illinois",0.4296
Marshall County,Illinois,2020,26,"Marshall County, Illinois",0.4158
Mason County,Illinois,2020,57,"Mason County, Illinois",0.4354
Massac County,Illinois,2020,61,"Massac County, Illinois",0.4359
Menard County,Illinois,2020,12,"Menard County, Illinois",0.4011
Mercer County,Illinois,2020,27,"Mercer County, Illinois",0.3958
Monroe County,Illinois,2020,3,"Monroe County, Illinois",0.4289
Montgomery County,Illinois,2020,51,"Montgomery County, Illinois",0.4325
Morgan County,Illinois,2020,48,"Morgan County, Illinois",0.4355
Moultrie County,Illinois,2020,42,"Moultrie County, Illinois",0.3951
Ogle County,Illinois,2020,29,"Ogle County, Illinois",0.4099
Peoria County,Illinois,2020,46,"Peoria County, Illinois",0.4756
Perry County,Illinois,2020,69,"Perry County, Illinois",0.4686
Piatt County,Illinois,2020,7,"Piatt County, Illinois",0.3953
Pike County,Illinois,2020,62,"Pike County, Illinois",0.4355
Pope County,Illinois,2020,71,"Pope County, Illinois",0.3977
Pulaski County,Illinois,2020,86,"Pulaski County, Illinois",0.4624
Putnam County,Illinois,2020,15,"Putnam County, Illinois",0.4115
Randolph County,Illinois,2020,50,"Randolph County, Illinois",0.43
Richland County,Illinois,2020,62,"Richland County, Illinois",0.4361
Rock Island County,Illinois,2020,52,"Rock Island County, Illinois",0.4353
St. Clair County,Illinois,2020,45,"St. Clair County, Illinois",0.4706
Saline County,Illinois,2020,83,"Saline County, Illinois",0.4732
Sangamon County,Illinois,2020,24,"Sangamon County, Illinois",0.4627
Schuyler County,Illinois,2020,47,"Schuyler County, Illinois",0.3868
